ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	GLOTTOCODE	LATITUDE	LONGITUDE	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
5079	Santiagueno	six	shoqta	shoqta	ʃ o χ t a		673	sant1432	-27.79	-64.25	ʃ o χ t a	C V C C V	ʃ o χ t a	ʃ o χ t a	C V C C V
5088	Yanac	six	suqta	suqta	s u q t a		673	coro1247	-8.58	-77.99	s u q t a	C V C C V	s u q t a	s u q t a	C V C C V
4068	Apuri	skin	qara	qara	q a ɾ a		677	apur1253	-12.89	-75.81	q a ɾ a	C V C V	q a ɾ a	q a ɾ a	C V C V
4069	Apurimac	skin	qara	qara	q a r a		677	east2551	-13.89	-73.14	q a r a	C V C V	q a r a	q a r a	C V C V
4071	Atalla	skin	χara	χara	χ a r a		677	huan1249	-12.76	-74.87	χ a r a	C V C V	χ a r a	χ a r a	C V C V
4072	Ayacucho	skin	qara	qara	χ a ɾ a		677	ayac1239	-13.85	-74.32	χ a ɾ a	C V C V	χ a ɾ a	χ a ɾ a	C V C V
7209	Azuay	skin	cara	cara	k a ɾ a		677	azua1234	-2.48	-78.97	k a ɾ a	C V C V	k a ɾ a	k a ɾ a	C V C V
4075	Chachapoyas	skin	kara	kara	k a r a		677	chac1250	-6.27	-77.66	k a r a	C V C V	k a r a	k a r a	C V C V
4077	Chetilla	skin	qara	qara	q a r a		677	caja1238	-7.09	-78.32	q a r a	C V C V	q a r a	q a r a	C V C V
4082	Huallaga	skin	qara	qara	q a r a		677	hual1241	-9.57	-75.59	q a r a	C V C V	q a r a	q a r a	C V C V
4085	Huangascar	skin	qara	qara	q a ɾ a		677	azan1238	-12.9	-75.83	q a ɾ a	C V C V	q a ɾ a	q a ɾ a	C V C V
4086	HuarazHuailas	skin	qara	qara	q a ɾ a		677	huai1241	-9.52	-77.52	q a ɾ a	C V C V	q a ɾ a	q a ɾ a	C V C V
4087	Imbabura	skin	kara	kara	k a ɾ a		677	imba1240	-0.23	-78.26	k a ɾ a	C V C V	k a ɾ a	k a ɾ a	C V C V
4088	Inkawasi	skin	χara	χara	χ a r a		677	lamb1276	-6.17	-79.47	χ a r a	C V C V	χ a r a	χ a r a	C V C V
4094	Maragua	skin	qara	qara	q a r a		677	sout2991	-18.96	-65.78	q a r a	C V C V	q a r a	q a r a	C V C V
4095	Napo	skin	cara	cara	k a r a		677	napo1242	-0.04	-76.23	k a r a	C V C V	k a r a	k a r a	C V C V
4096	Pacaraos	skin	qara	qara	ʁ a ɾ a		677	paca1245	-11.14	-76.73	ʁ a ɾ a	C V C V	ʁ a ɾ a	ʁ a ɾ a	C V C V
4100	Puno	skin	qara	qara	q a r a		677	puno1238	-14.61	-70.21	q a r a	C V C V	q a r a	q a r a	C V C V
4104	Santiagueno	skin	qara	qara	q a ɾ a		677	sant1432	-27.79	-64.25	q a ɾ a	C V C V	q a ɾ a	q a ɾ a	C V C V
4112	Yanac	skin	qara	qara	q a r a		677	coro1247	-8.58	-77.99	q a r a	C V C V	q a r a	q a r a	C V C V
1976	Apuri	sleep, to	puñu-	puñu-	p u ɲ u		680	apur1253	-12.89	-75.81	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1977	Apurimac	sleep, to	puñu	puñu	p u ɲ u		680	east2551	-13.89	-73.14	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1979	Atalla	sleep, to	puñu.	puñu.	p u ɲ u		680	huan1249	-12.76	-74.87	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1980	Ayacucho	sleep, to	puñu	puñu	p u ɲ u		680	ayac1239	-13.85	-74.32	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
7301	Azuay	sleep, to	puñu-na	puñu-na	p u ɲ a		680	azua1234	-2.48	-78.97	p u ɲ a	C V C V	p u ɲ u n a	p u ɲ u n a	C V C V C V
1983	Chachapoyas	sleep, to	puñu	puñu	p u ɲ u		680	chac1250	-6.27	-77.66	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1985	Chetilla	sleep, to	puñu.	puñu.	p u ɲ u		680	caja1238	-7.09	-78.32	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1990	Huallaga	sleep, to	puñu.	puñu.	p u ɲ u		680	hual1241	-9.57	-75.59	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1993	Huangascar	sleep, to	puñu-	puñu-	p u ɲ u		680	azan1238	-12.9	-75.83	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1994	HuarazHuailas	sleep, to	punuy	punuy	p u ɲ u		680	huai1241	-9.52	-77.52	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
1995	Imbabura	sleep, to	puñuna	puñuna	p u ɲ a		680	imba1240	-0.23	-78.26	p u ɲ a	C V C V	p u ɲ u n a	p u ɲ u n a	C V C V C V
1996	Inkawasi	sleep, to	punu.	punu.	p u n u		680	lamb1276	-6.17	-79.47	p u n u	C V C V	p u n - - u	p u n u	C V C V
7425	Jauja	sleep, to	puñuy	puñuy	p u ɲ u		680	jauj1238	-11.67	-75.28	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
2002	Maragua	sleep, to	puñu.	puñu.	p u ɲ u		680	sout2991	-18.96	-65.78	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
2003	Napo	sleep, to	puñuna	puñuna	p u ɲ a		680	napo1242	-0.04	-76.23	p u ɲ a	C V C V	p u ɲ u n a	p u ɲ u n a	C V C V C V
2004	Pacaraos	sleep, to	puñu	puñu	p u ɲ u		680	paca1245	-11.14	-76.73	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
2008	Puno	sleep, to	puñu.	puñu.	p u ɲ u		680	puno1238	-14.61	-70.21	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
2012	Santiagueno	sleep, to	puñuy	puñuy	p u ɲ u		680	sant1432	-27.79	-64.25	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
2021	Yanac	sleep, to	puñu.	puñu.	p u ɲ u		680	coro1247	-8.58	-77.99	p u ɲ u	C V C V	p u ɲ - - u	p u ɲ u	C V C V
291	Apuri	small	taksa	taksa	t a k s a		862	apur1253	-12.89	-75.81	t a k s a	C V C C V	t a k s a	t a k s a	C V C C V
297	Apurimac	small	taksa	taksa	t a k s a		862	east2551	-13.89	-73.14	t a k s a	C V C C V	t a k s a	t a k s a	C V C C V
300	Atalla	small	taksa	taksa	t a k s a		862	huan1249	-12.76	-74.87	t a k s a	C V C C V	t a k s a	t a k s a	C V C C V
301	Ayacucho	small	taksa, uchuy	taksa	t a k s a		862	ayac1239	-13.85	-74.32	t a k s a	C V C C V	t a k s a	t a k s a	C V C C V
308	Chetilla	small	takša	takša	t a k ʃ a		862	caja1238	-7.09	-78.32	t a k ʃ a	C V C C V	t a k ʃ a	t a k ʃ a	C V C C V
317	Huangascar	small	taksa	taksa	t a k s a		862	azan1238	-12.9	-75.83	t a k s a	C V C C V	t a k s a	t a k s a	C V C C V
319	HuarazHuailas	small	taksha	taksha	t a k ʃ a		862	huai1241	-9.52	-77.52	t a k ʃ a	C V C C V	t a k ʃ a	t a k ʃ a	C V C C V
321	Inkawasi	small	takša	takša	t a k ʃ a		862	lamb1276	-6.17	-79.47	t a k ʃ a	C V C C V	t a k ʃ a	t a k ʃ a	C V C C V
7426	Jauja	small	taksha	taksha	t a k ʂ a		862	jauj1238	-11.67	-75.28	t a k ʂ a	C V C C V	t a k ʂ a	t a k ʂ a	C V C C V
292	Apuri	small	uchuk	uchuk	u tʃ u k		512	apur1253	-12.89	-75.81	u tʃ u k	V C V C	u tʃ u k	u tʃ u k	V C V C
313	Huallaga	small	ičik	ičik	i tʃ i k		512	hual1241	-9.57	-75.59	i tʃ i k	V C V C	i tʃ i k	i tʃ i k	V C V C
318	Huangascar	small	uchuk	uchuk	u tʃ u k		512	azan1238	-12.9	-75.83	u tʃ u k	V C V C	u tʃ u k	u tʃ u k	V C V C
7427	Jauja	small	uchuk	uchuk	u tʃ u k		512	jauj1238	-11.67	-75.28	u tʃ u k	V C V C	u tʃ u k	u tʃ u k	V C V C
332	Pacaraos	small	uchuk	uchuk	u tʃ u k		512	paca1245	-11.14	-76.73	u tʃ u k	V C V C	u tʃ u k	u tʃ u k	V C V C
351	Yanac	small	učuk, ičik	učuk	u tʃ u k		512	coro1247	-8.58	-77.99	u tʃ u k	V C V C	u tʃ u k	u tʃ u k	V C V C
296	Apurimac	small	huchuy, uchuy	huchuy	u tʃ ui		506	east2551	-13.89	-73.14	u tʃ - - ui	V C V	h u tʃ - - ui	h u tʃ ui	C V C V
302	Ayacucho	small	taksa, uchuy	uchuy	u tʃ ui		506	ayac1239	-13.85	-74.32	u tʃ - - ui	V C V	- u tʃ - - ui	u tʃ ui	V C V
7270	Azuay	small	uchilla	uchilla, cutu	u tʃ i ʎ a		506	azua1234	-2.48	-78.97	u tʃ i ʎ a	V C V C V	- u tʃ i ʎ a	u tʃ i ʎ a	V C V C V
306	Chachapoyas	small	uchuylla	uchuylla	u tʃ ui ʎ a	variant: uchilla	506	chac1250	-6.27	-77.66	u tʃ ui ʎ a	V C V C V	- u tʃ ui ʎ a	u tʃ ui ʎ a	V C V C V
320	Imbabura	small	uchilla	uchilla	u tʃ i ʎ a		506	imba1240	-0.23	-78.26	u tʃ i ʎ a	V C V C V	- u tʃ i ʎ a	u tʃ i ʎ a	V C V C V
330	Maragua	small	huč'uy	huč'uy	u tʃʼ ui		506	sout2991	-18.96	-65.78	u tʃʼ - - ui	V C V	h u tʃʼ - - ui	h u tʃʼ ui	C V C V
331	Napo	small	ichilla	ichilla	i tʃ i ʎ a		506	napo1242	-0.04	-76.23	i tʃ i ʎ a	V C V C V	- i tʃ i ʎ a	i tʃ i ʎ a	V C V C V
336	Puno	small	huč'uy	huč'uy	u tʃʼ ui		506	puno1238	-14.61	-70.21	u tʃʼ - - ui	V C V	h u tʃʼ - - ui	h u tʃʼ ui	C V C V
341	Santiagueno	small	utula	utula	u t u l a		506	sant1432	-27.79	-64.25	u t u l a	V C V C V	- u t u l a	u t u l a	V C V C V
5922	Apuri	smoke	hushta	hushta	h u ʃ t a		514	apur1253	-12.89	-75.81	h u ʃ t a	C V C C V	h u ʃ t a	h u ʃ t a	C V C C V
5931	Chetilla	smoke	qu.nday	qu.nday	q u n d ai		514	caja1238	-7.09	-78.32	q u n d ai	C V C C V	q u n d ai	q u n d ai	C V C C V
5936	Huallaga	smoke	qu.štay	qu.štay	q u ʃ t ai		514	hual1241	-9.57	-75.59	q u ʃ t ai	C V C C V	q u ʃ t ai	q u ʃ t ai	C V C C V
5940	Huangascar	smoke	hushta	hushta	h u ʃ t a		514	azan1238	-12.9	-75.83	h u ʃ t a	C V C C V	h u ʃ t a	h u ʃ t a	C V C C V
5943	Inkawasi	smoke	χu.nday	χu.nday	χ u n d ai		514	lamb1276	-6.17	-79.47	χ u n d ai	C V C C V	χ u n d ai	χ u n d ai	C V C C V
5937	Jauja	smoke	huntay	huntay	h u n t ai		514	jauj1238	-11.67	-75.28	h u n t ai	C V C C V	h u n t ai	h u n t ai	C V C C V
5953	Pacaraos	smoke	quyay	quyay	χ o j ai		514	paca1245	-11.14	-76.73	χ o - j ai	C V C V	χ o - j ai	χ o j ai	C V C V
5969	Yanac	smoke	qu.nte	qu.nte	q u n t e		514	coro1247	-8.58	-77.99	q u n t e	C V C C V	q u n t e	q u n t e	C V C C V
5923	Apurimac	smoke	qosñi	qosñi	q o s ɲ i		685	east2551	-13.89	-73.14	q o s ɲ i	C V C C V	q o s ɲ i	q o s ɲ i	C V C C V
5925	Atalla	smoke	χu.sñi	χu.sñi	χ u s ɲ i		685	huan1249	-12.76	-74.87	χ u s ɲ i	C V C C V	χ u s ɲ i	χ u s ɲ i	C V C C V
5926	Ayacucho	smoke	qosni	qosni	χ o s n i		685	ayac1239	-13.85	-74.32	χ o s n i	C V C C V	χ o s n i	χ o s n i	C V C C V
7242	Azuay	smoke	cusni	cusni	k u s n i		685	azua1234	-2.48	-78.97	k u s n i	C V C C V	k u s n i	k u s n i	C V C C V
5929	Chachapoyas	smoke	kusni	kusni	k u s n i		685	chac1250	-6.27	-77.66	k u s n i	C V C C V	k u s n i	k u s n i	C V C C V
5941	HuarazHuailas	smoke	qoshni	qoshni	q o s n i		685	huai1241	-9.52	-77.52	q o s n i	C V C C V	q o s n i	q o s n i	C V C C V
5942	Imbabura	smoke	kushni	kushni	k u ʃ n i		685	imba1240	-0.23	-78.26	k u ʃ n i	C V C C V	k u ʃ n i	k u ʃ n i	C V C C V
5951	Maragua	smoke	q'u.sñi	q'u.sñi	qʼ u s ɲ i		685	sout2991	-18.96	-65.78	qʼ u s ɲ i	C V C C V	qʼ u s ɲ i	qʼ u s ɲ i	C V C C V
5952	Napo	smoke	cushni	cushni	k u ʃ n i		685	napo1242	-0.04	-76.23	k u ʃ n i	C V C C V	k u ʃ n i	k u ʃ n i	C V C C V
5957	Puno	smoke	q'u.šñi	q'u.šñi	qʼ u ʃ ɲ i		685	puno1238	-14.61	-70.21	qʼ u ʃ ɲ i	C V C C V	qʼ u ʃ ɲ i	qʼ u ʃ ɲ i	C V C C V
5960	Santiagueno	smoke	qosni	qosni	q o s n i		685	sant1432	-27.79	-64.25	q o s n i	C V C C V	q o s n i	q o s n i	C V C C V
2355	Apuri	speak, to	rima-	rima-	ɾ i m a		691	apur1253	-12.89	-75.81	ɾ i m a	C V C V	ɾ i m - - a	ɾ i m a	C V C V
2357	Apurimac	speak, to	rima	rima	r i m a		691	east2551	-13.89	-73.14	r i m a	C V C V	r i m - - a	r i m a	C V C V
2360	Ayacucho	speak, to	rima	rima	ɾ i m a		691	ayac1239	-13.85	-74.32	ɾ i m a	C V C V	ɾ i m - - a	ɾ i m a	C V C V
7308	Azuay	speak, to	rima-na	rima-na	ɾ i m a		691	azua1234	-2.48	-78.97	ɾ i m a	C V C V	ɾ i m a n a	ɾ i m a n a	C V C V C V
2363	Chachapoyas	speak, to	rima	rima	r i m a		691	chac1250	-6.27	-77.66	r i m a	C V C V	r i m - - a	r i m a	C V C V
2365	Chetilla	speak, to	rima.	rima.	r i m a		691	caja1238	-7.09	-78.32	r i m a	C V C V	r i m - - a	r i m a	C V C V
2373	Huangascar	speak, to	rima-	rima-	ɾ i m a		691	azan1238	-12.9	-75.83	ɾ i m a	C V C V	ɾ i m - - a	ɾ i m a	C V C V
2375	Imbabura	speak, to	rimana	rimana	ɾ i m a		691	imba1240	-0.23	-78.26	ɾ i m a	C V C V	ɾ i m a n a	ɾ i m a n a	C V C V C V
2376	Inkawasi	speak, to	rima.	rima.	r i m a		691	lamb1276	-6.17	-79.47	r i m a	C V C V	r i m - - a	r i m a	C V C V
7428	Jauja	speak, to	limay	limay	l i m a		691	jauj1238	-11.67	-75.28	l i m a	C V C V	l i m - - a	l i m a	C V C V
2383	Napo	speak, to	rimana	rimana	r i m a		691	napo1242	-0.04	-76.23	r i m a	C V C V	r i m a n a	r i m a n a	C V C V C V
2389	Puno	speak, to	rima.	rima.	r i m a		691	puno1238	-14.61	-70.21	r i m a	C V C V	r i m - - a	r i m a	C V C V
2393	Santiagueno	speak, to	rimay	rimay	ɾ i m a		691	sant1432	-27.79	-64.25	ɾ i m a	C V C V	ɾ i m - - a	ɾ i m a	C V C V
2356	Apurimac	speak, to	parla	parla	p a r l a		692	east2551	-13.89	-73.14	p a r l a	C V C C V	p a r l a	p a r l a	C V C C V
2359	Atalla	speak, to	parla.	parla.	p a r l a		692	huan1249	-12.76	-74.87	p a r l a	C V C C V	p a r l a	p a r l a	C V C C V
2370	Huallaga	speak, to	parla.	parla.	p a r l a		692	hual1241	-9.57	-75.59	p a r l a	C V C C V	p a r l a	p a r l a	C V C C V
2374	HuarazHuailas	speak, to	parlay	parlay	p a ɾ l a		692	huai1241	-9.52	-77.52	p a ɾ l a	C V C C V	p a ɾ l a	p a ɾ l a	C V C C V
2382	Maragua	speak, to	parla.	parla.	p a r l a		692	sout2991	-18.96	-65.78	p a r l a	C V C C V	p a r l a	p a r l a	C V C C V
2384	Pacaraos	speak, to	parla	parla	p a ɾ l a		692	paca1245	-11.14	-76.73	p a ɾ l a	C V C C V	p a ɾ l a	p a ɾ l a	C V C C V
2401	Yanac	speak, to	parla.	parla.	p a r l a		692	coro1247	-8.58	-77.99	p a r l a	C V C C V	p a r l a	p a r l a	C V C C V
1931	Apuri	spit, to	tuqa-	tuqa-	t o q a		700	apur1253	-12.89	-75.81	t o q a	C V C V	t o q - - a	t o q a	C V C V
1933	Atalla	spit, to	tuχa.	tuχa.	t u χ a		700	huan1249	-12.76	-74.87	t u χ a	C V C V	t u χ - - a	t u χ a	C V C V
1934	Ayacucho	spit, to	toqa	toqa	t o χ a		700	ayac1239	-13.85	-74.32	t o χ a	C V C V	t o χ - - a	t o χ a	C V C V
7300	Azuay	spit, to	tucana	tucana	t u k a		700	azua1234	-2.48	-78.97	t u k a	C V C V	t u k a n a	t u k a n a	C V C V C V
1937	Chachapoyas	spit, to	tuka	tuka	t u k a		700	chac1250	-6.27	-77.66	t u k a	C V C V	t u k - - a	t u k a	C V C V
1939	Chetilla	spit, to	tuγa.	tuγa.	t u ʁ a		700	caja1238	-7.09	-78.32	t u ʁ a	C V C V	t u ʁ - - a	t u ʁ a	C V C V
1944	Huallaga	spit, to	tuqa.	tuqa.	t u q a		700	hual1241	-9.57	-75.59	t u q a	C V C V	t u q - - a	t u q a	C V C V
1947	Huangascar	spit, to	tuqa-	tuqa-	t o q a		700	azan1238	-12.9	-75.83	t o q a	C V C V	t o q - - a	t o q a	C V C V
1948	HuarazHuailas	spit, to	toqay	toqay	t o q a		700	huai1241	-9.52	-77.52	t o q a	C V C V	t o q - - a	t o q a	C V C V
1949	Imbabura	spit, to	tukana	tukana	t u k a		700	imba1240	-0.23	-78.26	t u k a	C V C V	t u k a n a	t u k a n a	C V C V C V
1950	Inkawasi	spit, to	tuγa.	tuγa.	t u ʁ a		700	lamb1276	-6.17	-79.47	t u ʁ a	C V C V	t u ʁ - - a	t u ʁ a	C V C V
7429	Jauja	spit, to	tuqay	tuqay	t u ʔ a		700	jauj1238	-11.67	-75.28	t u ʔ a	C V C V	t u ʔ - - a	t u ʔ a	C V C V
1956	Maragua	spit, to	thuqa.	thuqa.	tʰ u q a		700	sout2991	-18.96	-65.78	tʰ u q a	C V C V	tʰ u q - - a	tʰ u q a	C V C V
1958	Pacaraos	spit, to	tuqa	tuqa	t o χ a		700	paca1245	-11.14	-76.73	t o χ a	C V C V	t o χ - - a	t o χ a	C V C V
1962	Puno	spit, to	thuqa.	thuqa.	tʰ u q a		700	puno1238	-14.61	-70.21	tʰ u q a	C V C V	tʰ u q - - a	tʰ u q a	C V C V
1966	Santiagueno	spit, to	toqay	toqay	t o χ a		700	sant1432	-27.79	-64.25	t o χ a	C V C V	t o χ - - a	t o χ a	C V C V
1974	Yanac	spit, to	tuqa.	tuqa.	t u q a		700	coro1247	-8.58	-77.99	t u q a	C V C V	t u q - - a	t u q a	C V C V
1420	Apuri	stand, to	saya	saya	s a j a		701	apur1253	-12.89	-75.81	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1421	Apurimac	stand, to	saya	saya	s a j a		701	east2551	-13.89	-73.14	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1423	Atalla	stand, to	sa.ya.	sa.ya.	s a j a		701	huan1249	-12.76	-74.87	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1424	Ayacucho	stand, to	saya	saya	s a j a		701	ayac1239	-13.85	-74.32	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
7291	Azuay	stand, to	shaya-na	shaya-na	ʃ a j a		701	azua1234	-2.48	-78.97	ʃ a j a	C V C V	ʃ a j a n - - a	ʃ a j a n a	C V C V C V
1427	Chachapoyas	stand, to	shaya	shaya	ʃ a j a		701	chac1250	-6.27	-77.66	ʃ a j a	C V C V	ʃ a j - - - - a	ʃ a j a	C V C V
1429	Chetilla	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	caja1238	-7.09	-78.32	ʃ a j a	C V C V	ʃ a j - - - - a	ʃ a j a	C V C V
1434	Huallaga	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	hual1241	-9.57	-75.59	ʃ a j a	C V C V	ʃ a j - - - - a	ʃ a j a	C V C V
1438	Huangascar	stand, to	sayari	sayari	s a j i	pararse	701	azan1238	-12.9	-75.83	s a j i	C V C V	s a j a ɾ - - i	s a j a ɾ i	C V C V C V
1439	HuarazHuailas	stand, to	shaakuy	shaakuy	ʃ aː k u		701	huai1241	-9.52	-77.52	ʃ aː k u	C V C V	ʃ aː k - - - - u	ʃ aː k u	C V C V
1440	Imbabura	stand, to	shayarina	shayarina	ʃ a j a		701	imba1240	-0.23	-78.26	ʃ a j a	C V C V	ʃ a j a ɾ i n a	ʃ a j a ɾ i n a	C V C V C V C V
1441	Inkawasi	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	lamb1276	-6.17	-79.47	ʃ a j a	C V C V	ʃ a j - - - - a	ʃ a j a	C V C V
1447	Maragua	stand, to	sa.ya.	sa.ya.	s a j a		701	sout2991	-18.96	-65.78	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1448	Napo	stand, to	shayarina	shayarina	ʃ a j a		701	napo1242	-0.04	-76.23	ʃ a j a	C V C V	ʃ a j a r i n a	ʃ a j a r i n a	C V C V C V C V
1453	Puno	stand, to	sa.ya.	sa.ya.	s a j a		701	puno1238	-14.61	-70.21	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1457	Santiagueno	stand, to	sayay	sayay	s a j a		701	sant1432	-27.79	-64.25	s a j a	C V C V	s a j - - - - a	s a j a	C V C V
1465	Yanac	stand, to	ša:.	ša:.	ʃ aː		701	coro1247	-8.58	-77.99	ʃ aː - -	C V	ʃ aː - - - - - -	ʃ aː	C V
5623	Apuri	star	lusiru	lusiru	l u s i ɾ u		705	apur1253	-12.89	-75.81	l u s i ɾ u	C V C V C V	l u s i ɾ u	l u s i ɾ u	C V C V C V
5626	Atalla	star	luziru	luziru	l u z i r u		705	huan1249	-12.76	-74.87	l u z i r u	C V C V C V	l u z i r u	l u z i r u	C V C V C V
5634	Chetilla	star	luzeru	luzeru	l u z e r u		705	caja1238	-7.09	-78.32	l u z e r u	C V C V C V	l u z e r u	l u z e r u	C V C V C V
5644	Huangascar	star	lusiru	lusiru	l u s i ɾ u		705	azan1238	-12.9	-75.83	l u s i ɾ u	C V C V C V	l u s i ɾ u	l u s i ɾ u	C V C V C V
5646	Imbabura	star	luziru	luziru	l u z i ɾ u		705	imba1240	-0.23	-78.26	l u z i ɾ u	C V C V C V	l u z i ɾ u	l u z i ɾ u	C V C V C V
5656	Pacaraos	star	loosero	loosero	l oː s e ɾ o		705	paca1245	-11.14	-76.73	l oː s e ɾ o	C V C V C V	l oː s e ɾ o	l oː s e ɾ o	C V C V C V
5673	Yanac	star	lose:ro	lose:ro	l o s eː r o		705	coro1247	-8.58	-77.99	l o s eː r o	C V C V C V	l o s eː r o	l o s eː r o	C V C V C V
5624	Apuri	star	quyllur	quyllur	q oi ʎ u ɾ		704	apur1253	-12.89	-75.81	q oi ʎ u ɾ	C V C V C	q oi ʎ u ɾ	q oi ʎ u ɾ	C V C V C
5627	Ayacucho	star	qoyllur	qoyllur	χ oi ʎ u ɾ		704	ayac1239	-13.85	-74.32	χ oi ʎ u ɾ	C V C V C	χ oi ʎ u ɾ	χ oi ʎ u ɾ	C V C V C
7236	Azuay	star	cuillur	cuillur	k ui ʎ u ɾ		704	azua1234	-2.48	-78.97	k ui ʎ u ɾ	C V C V C	k ui ʎ u ɾ	k ui ʎ u ɾ	C V C V C
5639	Huallaga	star	quyλar, quyλur	quyλar	q ui ʎ a r		704	hual1241	-9.57	-75.59	q ui ʎ a r	C V C V C	q ui ʎ a r	q ui ʎ a r	C V C V C
5645	HuarazHuailas	star	qayllur	qayllur	q ai ʎ u ɾ		704	huai1241	-9.52	-77.52	q ai ʎ u ɾ	C V C V C	q ai ʎ u ɾ	q ai ʎ u ɾ	C V C V C
5647	Inkawasi	star	χuyar	χuyar	χ u j a r		704	lamb1276	-6.17	-79.47	χ u j a r	C V C V C	χ u j a r	χ u j a r	C V C V C
5642	Jauja	star	quyllur	quyllur	h ui ʎ u r		704	jauj1238	-11.67	-75.28	h ui ʎ u r	C V C V C	h ui ʎ u r	h ui ʎ u r	C V C V C
5663	Santiagueno	star	qollur	qollur	q o ʒ u ɾ		704	sant1432	-27.79	-64.25	q o ʒ u ɾ	C V C V C	q o ʒ u ɾ	q o ʒ u ɾ	C V C V C
6018	Apuri	stone	rumi	rumi	ɾ u m i		709	apur1253	-12.89	-75.81	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6019	Apurimac	stone	rumi	rumi	r u m i		709	east2551	-13.89	-73.14	r u m i	C V C V	r u m i	r u m i	C V C V
6021	Atalla	stone	rumi	rumi	r u m i		709	huan1249	-12.76	-74.87	r u m i	C V C V	r u m i	r u m i	C V C V
6022	Ayacucho	stone	rumi	rumi	ɾ u m i		709	ayac1239	-13.85	-74.32	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
7244	Azuay	stone	rumi	rumi	ɾ u m i		709	azua1234	-2.48	-78.97	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6025	Chachapoyas	stone	rumi	rumi	r u m i		709	chac1250	-6.27	-77.66	r u m i	C V C V	r u m i	r u m i	C V C V
6027	Chetilla	stone	rumi	rumi	r u m i		709	caja1238	-7.09	-78.32	r u m i	C V C V	r u m i	r u m i	C V C V
6032	Huallaga	stone	rumi	rumi	r u m i		709	hual1241	-9.57	-75.59	r u m i	C V C V	r u m i	r u m i	C V C V
6035	Huangascar	stone	rumi	rumi	ɾ u m i		709	azan1238	-12.9	-75.83	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6036	HuarazHuailas	stone	rumi	rumi	ɾ u m i		709	huai1241	-9.52	-77.52	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6037	Imbabura	stone	rumi	rumi	ɾ u m i		709	imba1240	-0.23	-78.26	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6038	Inkawasi	stone	řumi	řumi	r̝ u m i		709	lamb1276	-6.17	-79.47	r̝ u m i	C V C V	r̝ u m i	r̝ u m i	C V C V
7430	Jauja	stone	lumi	lumi	l u m i		709	jauj1238	-11.67	-75.28	l u m i	C V C V	l u m i	l u m i	C V C V
6045	Maragua	stone	řumi	řumi	r̝ u m i		709	sout2991	-18.96	-65.78	r̝ u m i	C V C V	r̝ u m i	r̝ u m i	C V C V
6046	Napo	stone	rumi	rumi	r u m i		709	napo1242	-0.04	-76.23	r u m i	C V C V	r u m i	r u m i	C V C V
6047	Pacaraos	stone	rrumay, rrumi	rrumay	r u m ai		709	paca1245	-11.14	-76.73	r u m ai	C V C V	r u m ai	r u m ai	C V C V
6052	Puno	stone	rumi	rumi	r u m i		709	puno1238	-14.61	-70.21	r u m i	C V C V	r u m i	r u m i	C V C V
6056	Santiagueno	stone	rumi	rumi	ɾ u m i		709	sant1432	-27.79	-64.25	ɾ u m i	C V C V	ɾ u m i	ɾ u m i	C V C V
6065	Yanac	stone	rumi	rumi	r u m i		709	coro1247	-8.58	-77.99	r u m i	C V C V	r u m i	r u m i	C V C V
